"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"pev_score_2_cat","population_group","in_need","IDP",0.754039664208688,NA,0.558443728353433,0.949635600063943,"admin2Pcod","SO2001"
"pev_score_2_cat","population_group","not_in_need","IDP",0.245960335791312,NA,0.0503643999360571,0.441556271646567,"admin2Pcod","SO2001"
"pev_score_2_cat","population_group","in_need","not_displaced",0.326092470313245,NA,0.236602450961552,0.415582489664938,"admin2Pcod","SO2001"
"pev_score_2_cat","population_group","not_in_need","not_displaced",0.673907529686755,NA,0.584417510335062,0.763397549038448,"admin2Pcod","SO2001"
"pev_score_2_cat","population_group","in_need","IDP",0.333333333333333,NA,-0.283878285274417,0.950544951941084,"admin2Pcod","SO2103"
"pev_score_2_cat","population_group","not_in_need","IDP",0.666666666666667,NA,0.0494550480589162,1.28387828527442,"admin2Pcod","SO2103"
"pev_score_2_cat","population_group","in_need","not_displaced",0.00332226847035509,NA,-0.00458587761536711,0.0112304145560773,"admin2Pcod","SO2103"
"pev_score_2_cat","population_group","not_in_need","not_displaced",0.996677731529645,NA,0.988769585443923,1.00458587761537,"admin2Pcod","SO2103"
"pev_score_2_cat","population_group","in_need","IDP",0.271683810123452,NA,0.124754124653703,0.418613495593202,"admin2Pcod","SO2101"
"pev_score_2_cat","population_group","not_in_need","IDP",0.728316189876548,NA,0.581386504406798,0.875245875346297,"admin2Pcod","SO2101"
"pev_score_2_cat","population_group","in_need","not_displaced",0.0599991289986405,NA,0.00343726539196337,0.116560992605318,"admin2Pcod","SO2101"
"pev_score_2_cat","population_group","not_in_need","not_displaced",0.94000087100136,NA,0.883439007394682,0.996562734608037,"admin2Pcod","SO2101"
"pev_score_2_cat","population_group","in_need","IDP",1,NA,1,1,"admin2Pcod","SO1703"
"pev_score_2_cat","population_group","in_need","not_displaced",0.26865671641791,NA,0.0996836470467589,0.437629785789062,"admin2Pcod","SO1703"
"pev_score_2_cat","population_group","not_in_need","not_displaced",0.73134328358209,NA,0.562370214210938,0.900316352953241,"admin2Pcod","SO1703"
"pev_score_2_cat","population_group","in_need","IDP",0.727922550094175,NA,0.649937843648687,0.805907256539663,"admin2Pcod","SO1701"
"pev_score_2_cat","population_group","not_in_need","IDP",0.272077449905825,NA,0.194092743460337,0.350062156351313,"admin2Pcod","SO1701"
